_id,user_id,name,username,description,time,twt_id,text,referenced_tweets,crop_tags,geo,label_shufan,remarque_shufan
615eff5d2effc0945fc969d4,1138769063294001152,Rythiel 🔻,Rythiel_Myrddyn,"Nain, druide, anar, je glane des connaissances sur le vivant avec ma boîte à images
Et je shitposte, aussi

#deconjugalisationAAH #Cluzelpoubelle",2021-06-01T18:26:30.000Z,1399794501099610121,Cryptocephalus Taupin des jardins Isomira Tenthrède Les arachnophobes peuvent s'arrêter ici https://t.co/a5VFcl3tbM,"[{'type': 'replied_to', 'id': '1399794493897986052'}]",['jardin'],,0,
615eff5d2effc0945fc969d9,727821774319169541,R06WARTS,DrFaustIII,"6RAT 
 -
6REAT R06WARTS ACADEMY of TIMES

-

Founder : RO06WARTS HUGH

 -

Project: to build a wooden spaceship with wooden motor

Graphene, in fact....",2021-05-28T12:59:32.000Z,1398262664640483335,"Demandez au taupin du coin. Il vous dira que c'est beaucoup, car les espaces vectoriel c'est pas des simples patates, c'est plus compliqué, mais ça vous pouvez pas le comprendre car vous êtes pas taupins, personne ne peut comprendre la souffrance des taupins. https://t.co/eUMjFLDhzW","[{'type': 'quoted', 'id': '1398255304593362945'}]",['pomme de terre potagère'],,0,
615eff5d2effc0945fc969ea,2221237675,Clément BETARD,C_betard85,Agriculteur en Vendée depuis 2020 Producteur de 🐷 et de 🐮 charolaises.,2021-05-27T13:50:04.000Z,1397912993082531842,"Il faut parler de ses échecs: Une histoire en 4 actes. - Le 12 novembre, nous semions une parcelle de 8,2ha en triticale - Le 5 mars, je la déchaume, décimée par le taupin, implantation d’une orge de printemps - Sécheresse - aujourd’hui, je la fauche, potentiel de rdt ridicule https://t.co/p0ZPl0obiz",,"['triticale', 'orge', 'orge de printemps']",,0,dans le passé
615eff5d2effc0945fc969f1,608529034,Ewwet Kan,EwwetKan,,2021-05-26T17:17:58.000Z,1397602925757796353,La fileuse - Jules-Charles-Clément Taupin https://t.co/kr7WdzBdMI #paintings #painting #paintingoftheday #peinture #Algérie,,['blé tendre'],,0,
615eff5d2effc0945fc969f2,1234410402638901248,Bruno Grand_MAS Seeds,BrunoGrand1,"MAS Seeds
Délégué Semences et Cultures 37-41-44-45-49-53-72-79-85",2021-05-26T15:44:39.000Z,1397579440402665485,"Pris en flagrant délit [...] M.Taupin, vous êtes en état d'arrestation #maïs #masseeds https://t.co/8CYxp8KvbL",,['maïs'],,1,
615eff5d2effc0945fc969f6,146437344,CALMO Fenotte,fenottec,NI DIEU NI MAÎTRE,2021-05-25T05:17:11.000Z,1397059148848799748,"25 mai 1923 : A Paris, l’anarchiste Georges Taupin pénètre dans les locaux de l’Action Française à la recherche de Charles Maurras et, ne le trouvant pas, tire un coup de feu dans le plafond.",,['orge'],,0,
615eff5d2effc0945fc96a06,972393865620738051,Ferme de Quéménès - Île d'Iroise,Quemenes_Iroise,"Une ferme bio autonome en énergie, sur une île de l’archipel de Molène, où vivre un séjour ressourçant au contact de la nature, en chambres et tables d'hôtes…",2021-05-18T21:49:57.000Z,1394772269591932934,"mais c'est toujours Dame Nature qui décide à la fin ! - ""Tiens et si après le froid et le manque d'eau je leurs mettais un petit peu de taupin et de hanneton pour finir de manger les pommes de terre que les lapins n'auront pas dégustées ? "".. Merci tout de même,Dame 5/7",,['pommier'],,0,
615eff5d2effc0945fc96a07,191170947,Visio-Crop 🌾,VisioCrop,"Crée par Luc Lorin, Agriculteur passionné par la modélisation et la météo. Développe des OAD pour agriculteurs, négoces et assureurs.
Consultant en Roumanie.",2021-05-18T09:36:50.000Z,1394587777367519232,Crop tour Roumanie : le taupin pose également des problèmes sur maïs https://t.co/NwBVQvYcOy,,['maïs'],01e6ac844904d1b5,1,
615eff5d2effc0945fc96a13,1032607584996519936,Choiselat Frédéric 🌻🍭🌿...🐝🐞,ChoiselatF,"#agriculteur producteur de céréales, betterave, luzerne déshydratation, chanvre, semence graminée. couverts intercultures depuis 50ans...et apiculteur",2021-05-13T08:23:06.000Z,1392757279926194177,"Pour groupe avec problématiques insectes, altises, teignes, lixus, hanneton, taupin, puceron....qui est au coeur du changement climatique, gel, sécheresse....avec un solide cursus psychologique pour soutien moral Je ne parle pas des actions transversales...@GDAOuestAubois","[{'type': 'replied_to', 'id': '1392735485777285120'}]","['gel', 'blé']",,0,
615eff5d2effc0945fc96a17,701851430039244801,🔻 Kramps 🔻,WilliamKrampsB,"Kill your idols
He/il
Fuck off and destroy.",2021-05-11T14:11:12.000Z,1392120107888005122,"Un Etaridae sp, (un taupin, tu le mets sur le dos, il saute pour se remettre d'aplomb, avec son copain à droite) https://t.co/CDzMsTfe7K","[{'type': 'replied_to', 'id': '1392116139778531331'}]",['blé tendre'],,0,
615eff5d2effc0945fc96a1c,1138769063294001152,Rythiel 🔻,Rythiel_Myrddyn,"Nain, druide, anar, je glane des connaissances sur le vivant avec ma boîte à images
Et je shitposte, aussi

#deconjugalisationAAH #Cluzelpoubelle",2021-05-10T15:09:24.000Z,1391772367676919813,genre Oedemera Taupin à plaques velues Taupin des jardins sous-genre Melanthaxia https://t.co/AkZnlbvjtP,"[{'type': 'replied_to', 'id': '1391772360060059654'}]",['jardin'],,0,
615eff5d2effc0945fc96a1f,299828648,Buard Vincent🌻🐞👨‍🌾,bubu1664,Cultivateur👨‍🌾de biodiversité https://t.co/guCX7bQfry Charente nord 16 agri/jardinier #FrAgTw #agriculteur #ComPositi,2021-05-09T10:47:40.000Z,1391344108422275073,"Ante précédent colza et autonome pluvieux coktail limaces ? Ici ras juste 2 parcelles de maïs a traité, dans le tournesol c'est le taupin qui a fait dégâts et les oiseaux grignoter les cotyledons","[{'type': 'replied_to', 'id': '1391337122292981760'}]","['maïs', 'colza', 'tournesol']",,1,
615eff5d2effc0945fc96a27,1132036159,AAC Canada,AAC_Canada,Agriculture et Agroalimentaire Canada | Conditions d'utilisation: https://t.co/ovYxyd21lc | English: @AAFC_Canada,2021-05-06T15:15:17.000Z,1390324294400552963,"Le taupin pose des problèmes aux producteurs de pommes de terre de l’#AgCan, mais nos scientifiques trouvent des solutions! Des études révèlent qu’une substance chimique dans la racine du sarrasin peut aider à lutter contre ce ravageur. Plus d’info: https://t.co/jK9BRkVCyV #AISV https://t.co/9yBADZrS7S",,"['pommier', 'grande culture', 'sarrasin']",,0,
615eff5d2effc0945fc96a49,984432128640409601,Joris Cuny,CunyJoris,Expérimentation grandes cultures Coopérative Agricole de Céréales 68,2021-04-20T07:15:27.000Z,1384405336614965248,Attention à la pression taupin en cette période froide. #cac68 https://t.co/v2J1ur7PB6,,['attier'],,0,
615eff5d2effc0945fc96a4b,836975493974982658,aubry pascal,pascalaubrycr1,Éleveur de porcs / Fier d’être agriculteur et de défendre ce métier / Passionné de chasse de nature,2021-04-19T20:02:53.000Z,1384236076710068232,Tu trouves un producteur de patate qui en a trop et tu les enterres couper en morceaux ! Le taupin adore !,"[{'type': 'replied_to', 'id': '1384139628895109134'}]",['pomme de terre potagère'],,0,
615eff5d2effc0945fc96a54,2325805711,adnet arnaud,arn_adn,,2021-04-14T19:20:47.000Z,1382413545166544900,Je peux te le dire j'ai du plan de pomme de terre bio et non bio Le plan bio est dégueulasse et bourré de trou de taupin ( j'espère que je ne vais pas pourrir ma parcelle,"[{'type': 'replied_to', 'id': '1382395376578232323'}]","['pomme de terre', 'pommier']",,0,
615eff5d2effc0945fc96a5a,1962371485,Christian Rousseau,ChrRousseau,Agriculteur en ACS et viticulteur ingénieur AgroParis.,2021-04-12T18:30:22.000Z,1381676079698558983,Zabre des céréales. Chez moi c’est le taupin qui fait son retour. Merci le retrait des nni,"[{'type': 'replied_to', 'id': '1381556628906983427'}]",['céréale'],,1,
615eff5d2effc0945fc96a67,16689017,Garlatti Serge,garlatti,,2021-04-07T15:03:05.000Z,1379811978429009927,"IMTAtlantique: [Concours Mines-Ponts] Les épreuves écrites sont maintenues du 26 au 29 avril ! Candidats et parents d'élèves, découvrez sans attendre la #formation d'#ingénieur ! https://t.co/grL7LKTpmt #CCMP #taupin #prepa #concours … https://t.co/48PuzT2PA9",,['attier'],,0,
615eff5d2effc0945fc96a68,51468468,IMT Atlantique,IMTAtlantique,"Une grande école d'#ingénieurs associant #numérique, #énergie et #environnement #France #IMTAtlantique",2021-04-07T14:57:05.000Z,1379810466613051400,"[Concours Mines-Ponts] Les épreuves écrites sont maintenues du 26 au 29 avril ! Candidats et parents d'élèves, découvrez sans attendre la #formation d'#ingénieur ! https://t.co/KnNe2GJDmw #CCMP #taupin #prepa #concours #CPGE https://t.co/IkLiiTQYHx",,['attier'],,0,
615eff5d2effc0945fc96a6e,3959023822,Amazonia_is_here ⚪❤️⚪,Ecology_now,"4 sides of #Forests #Biodiversity #Wetlands #Amazonia #Extinction
#PuszczaBiałowieska #Carpathians #Agriculture #LasMokrzanski
Otwórz oczy, środowisko znika...",2021-04-04T18:23:04.000Z,1378775141484728323,"Jean-Marie Taupin installé en Pologne, les Sudètes, près du parc nat. Karkonosze. Il a remarqué que les zones précieuses du Mont. à l'extérieur du parc sont excessivement coupés - fait appel aux autorités de ville Jelenia G. à + profonde protection de forêt. #France en Pologne. https://t.co/iffmfjW1jk","[{'type': 'quoted', 'id': '1378272736812863488'}]",['arboriculture'],,0,
615eff5d2effc0945fc96a90,1322141403082821637,Gratin Dauphinois atomique 🥔☢️,mat_augmente,"Dauphinois de souche par assimilation. PAM certifié. Gauche tartiflette, écologie et shitpost. Grenoblisme mental",2021-03-24T16:26:20.000Z,1374759496132792320,"c'est évident que ça dépend des facs/parcours et des prépas qu'on va regarder, mais faut pas se leurrer quand même que le taupin moyen a bcp plus de chances de se balader en licence que l'inverse, c'est juste ce que je voulais dire","[{'type': 'replied_to', 'id': '1374759101834661892'}]",['surface toujours en herbe'],,0,
615eff5d2effc0945fc96a9a,1361320570059690001,CEPPobjectif,CEPPobjectif,La #transition agroécologique se met en place partout Capitalisons les bonnes idées et #partageons-les 💡 #Ecophyto,2021-03-22T15:00:02.000Z,1374013003062865928,#FicheDuJour Biocontrôle #taupin #maïs https://t.co/jf0eRCIIR9 https://t.co/KYZN6NtD4c,,['maïs'],,0,
615eff5d2effc0945fc96ab2,738682323785388032,Pinsson Laurent,LaurentPinsson,technicien chez AGORA secteur Mesnil en Thelle,2021-03-15T18:54:53.000Z,1371535391153651719,Traitement de semences du blé ? Les symptômes s’aggravent depuis la reprise de végétation ? Pas toujours facile de trouvé le taupin dans les parcelles caillouteuses. Mais c’est une possibilité amplifiée si il y a eu un désherbage d’automne .,"[{'type': 'replied_to', 'id': '1371533773611937795'}]","['semence', 'blé']",,0,
615eff5d2effc0945fc96ac0,1032759043897675776,Khârlos,VreThomas,"PC* qui intègre Polytech Lille
Ex Secrétaire au BDE Robespierre
Jvous aime les khubes de PC",2021-03-07T22:24:40.000Z,1368689079680962562,Je viens de donner le serment du taupin à mes bizuths. J'ai hâte du carnage la semaine prochaine (note à vous j'ai pas encore commencé ce qui vous attend si vous l'apprenez pas mais j'ai des bonnes idées),,['attier'],,0,
615eff5d2effc0945fc96ad1,1023951040796938240,Un jardin dans le Marais poitevin,ChroniqueJardin,Mille et une petites choses d’un jardin et du marais alentour. Quelque part en bord de Sèvre niortaise. #MaraisPoitevin #Biodiversité #Insectes #PlantesSauvages,2021-03-01T05:47:38.000Z,1366263842444042244,Premières fleurs de prunellier pour le Taupin sanguin. #Haie #Coléoptère #Jardin Découvrir le Taupin sanguin sur le blog du jardin : https://t.co/wSEuKWqPIe https://t.co/Xf7LA7tRoN,,"['floriculture', 'jardin', 'prunier']",,1,
615eff5d2effc0945fc96ae2,2325805711,adnet arnaud,arn_adn,,2021-02-18T12:03:09.000Z,1362372075961344004,Mais bon quand vous avez une attaque de taupin tout par en déchet et seulement dû au manque de possibilités de lutte contre lui Et nous allons avoir la même chose avec le blé,"[{'type': 'replied_to', 'id': '1362369203207106561'}]",['blé'],,0,
615eff612effc0945fc96d80,45536518,Olivier 🐿️,gloupin,"Professor (@Polytechnique), Cryptographer 

You make it, i prove it...

he/him/any",2021-02-11T17:26:46.000Z,1359916804789972996,le lapin taupin peint un pain sur un pin.,"[{'type': 'replied_to', 'id': '1359915151047155712'}]",['blé tendre'],,0,
615eff612effc0945fc96d81,969514519268642816,gauthier,gauthier12240,"Si vous voulez comprendre pourquoi les agris font ce qu'ils font suivez moi.
Mieux que farming simulator mais sans les gros tracteurs.",2021-02-11T08:32:36.000Z,1359782375706787840,"Ah pardon ! C'était pour les doryphores. Le taupin, ben on essaye d'arracher tôt, il y a aussi un effet variété et puis on epluche +. Sinon un autre solution est de les faire derrière 2 céréales. Ça limite.","[{'type': 'replied_to', 'id': '1359754379746816003'}]",['céréale'],,0,
615eff612effc0945fc96d90,1210252216122183681,Hélène paris ou ailleurs 🇫🇷✝️,Hlneaparis1,"anti macroniste primaire. Française, catholique, déteste le gauchisme ruisselant et nauséabond. 🇫🇷 à droite - soutien 🇮🇱 🇬🇷",2021-02-06T09:21:45.000Z,1357982805360332800,"Yeap, je confirme. J’étais taupin au milieu des années 80, mon fils est taupin maintenant.... les intégrales triples ne sont plus en enseignées","[{'type': 'replied_to', 'id': '1357980953914793984'}]",['millet'],,0,
615eff612effc0945fc96da0,1097911769773887490,Corteva France,CortevaFR,"Corteva Agriscience, 100% dédié à l’agriculture. #CultivonsDemain: l’#innovation pour #ceuxquiproduisent en assurant le progrès d’une #agriculture responsable",2021-01-27T13:00:02.000Z,1354413857658298372,"Gildas #agriculteur #bio dans le Morbihan lutte contre le taupin sur sa parcelle de #maïs. Pour éviter des rendements faibles, il a décidé d'appliquer notre solution d'origine naturelle et c'est un succès https://t.co/uvYJGT82yf",,['maïs'],,1,
615eff612effc0945fc96dc1,1097911769773887490,Corteva France,CortevaFR,"Corteva Agriscience, 100% dédié à l’agriculture. #CultivonsDemain: l’#innovation pour #ceuxquiproduisent en assurant le progrès d’une #agriculture responsable",2021-01-12T09:56:08.000Z,1348931760449597440,"De nouvelles solutions pour le maïs sont développées chez Notre but est d’offrir une solution naturelle pour lutter contre le taupin tout en garantissant rentabilité, productivité aux #agriculteurs https://t.co/6lZzQklKXN",,['maïs'],,0,
615eff612effc0945fc96df2,4008321436,CAB BIO PAYS DE LA LOIRE,CAB_BIO_PDL,Organisation de producteurs #bio #paysdelaloire. Développement de l'#agriculture bio. Adhérente à la #fnab. #PDL. #TransitionAgricole. #BioPourLeClimat #AgriBio,2020-12-21T10:44:19.000Z,1340971352786923520,C'est le moment de prendre du temps pour lire... Retrouvez toutes nos publications techniques #bio 2020 : - Elever des Lapins Bio - Elever des Chèvres Bio - Elever des Bovins Bio - Taupin du Maraicher A consulter https://t.co/iNS46AUYjd https://t.co/FzceGK2QnV,,"['vigne', 'vigne de cuve']",,0,
615eff612effc0945fc96e0b,1322170292,Olivier Frey,olivier_frey,"Consultant/Trainer, #coops Specialist, #food #agriculture #agribusiness #digital #retail #socent #agtech #foodtech #AI #blockchain #EatsBusiness",2020-12-11T05:51:05.000Z,1337273680586551301,"Y aura-t-il du #cidre à l’Epiphanie ? https://t.co/fG1W1OdSPy Pas complètement inquiets mais pas totalement sereins non plus, Jean-Luc Duval (vice-président d’Agrial) et Damien Taupin (producteur de pommes à Sées-61), regardent le verre de cidre à moitié vide...",,['pommier'],,0,
615eff612effc0945fc96e0f,1180951141741449216,Gouix Nicolas,GouixN,Dr. #EcologieForêts #VieillesForêts #Biodiversité #Coléoptères #Saproxylique - @CENoccitanie #Lot(46) / Chercheur invité @CNRS UMR @GEODE8 Toulouse,2020-12-08T19:39:53.000Z,1336395090693066753,Magnifique hêtraie de plaine d'Occitanie qui héberge notamment le petit coléoptère Taupin violacé classé EN danger d'extinction par qui contribue au réseau de #Vieillesforêts #Sylvae des Conservatoires d'espaces naturels https://t.co/2mMCuWofMl https://t.co/TclTFyOmkz,"[{'type': 'replied_to', 'id': '1336347683280351234'}]",['arboriculture'],1b5571add8c43e24,0,
615eff612effc0945fc96e24,1299432753805565953,Gordon,AbbasNasr19,,2020-11-26T08:18:11.000Z,1331874882565640194,"L'abruti que tu es, je n'ai pas des connaissances de 6ème je suis ingé, contrairement à ton pote le desco qui se prétends ex taupin et qui n'a même pas les bases en math. TU dis je suis manipulable, mais en attendant c toi qui est manipulé par les merdias dukon","[{'type': 'replied_to', 'id': '1331727007630172160'}]",['attier'],,0,
615eff612effc0945fc96e4f,1299432753805565953,Gordon,AbbasNasr19,,2020-11-16T23:04:14.000Z,1328473986204921857,Lol taupin ? Toi qui critiquait le programme de classe prépa LoL ! Attends attends tu te fous de la gueule de qui ? Si t aussi matheux que tu le prétends bouffon pourquoi tu ne critique pas son travail sur le contenu ? Non gogol tu critiques le contenant. Allez va dodo,"[{'type': 'replied_to', 'id': '1328446520086106115'}]",['attier'],,0,
615eff612effc0945fc96e54,1049991508118695943,Patrick Pigeon 🚩🌱🌾🌻🐝🚩,Pat2816,expérimentateur végétal en région Centre pour @BASF_Agro_FR . Elevé au bon air de la campagne francaise. #FrAgTw #ceuxquifontlesessais,2020-11-16T17:16:16.000Z,1328386416724807680,"Non, mais le colza pose plutôt rarement problème dans ce secteur. On met jamais d'insecticide de sol...jusqu'à maintenant Ça fait quand même la 3 eme parcelle du secteur cette année où je trouve du taupin sans avoir à le chercher.","[{'type': 'replied_to', 'id': '1328384796779835393'}]",['colza'],,1,
615eff612effc0945fc96e8e,345566154,Grossu Minutu,Grossu_Minutu,"Corsican tenor (in my bathroom), #opera lover, #foodie, I play with words and ideas, and sometimes I review concert and opera performances for @bachtrack_fr",2020-11-04T17:43:28.000Z,1324044605235613698,"À la non-demande générale, je vous inflige ma blague (de taupin) ! La fonction carré va se promener en forêt. De retour elle s'est transformée en fonction valeur absolue. Pourquoi ? Parce qu'elle s'est pris une racine.","[{'type': 'replied_to', 'id': '1324043922394488832'}]",['arboriculture'],,0,
615eff612effc0945fc96e92,745842078383509505,MonCongo,Mag122006,,2020-11-03T11:10:08.000Z,1323583232189829120,Attendez! Le monsieur debout derrière Taupin il a jeté par terre son masque?.,"[{'type': 'replied_to', 'id': '1323558256925675520'}]",['attier'],,0,
615eff612effc0945fc96ea5,17335370,J.B Lièvremont 🐼,mithfindel,Earthling 🌍 human 🚶 daddy 👨‍👩‍👧‍👦 husband 💑 developer 👨‍💻 cyclist 🚴 gamer 🎮 foodie 🥘 felinist 😽 carebear 🐻. Views my own. https://t.co/h4IxIYLYdk,2020-11-01T08:27:58.000Z,1322817647063564291,"Je n'avais aucune idée du niveau attendu pour passer les concours, du ""classement"" des prépas (j'ai pris celle qui était le moins loin de chez mes parents), de celui des écoles, de ce que j'avais envie d'intégrer... À poil, en tant que taupin de première génération.","[{'type': 'replied_to', 'id': '1322817645276733441'}]",['attier'],,0,
615eff612effc0945fc96eab,709102702312210434,Simon ⭐⭐,simoli56,"J'ai vu Neymar et Mbappé jouer dans le stade de ma ville, je peux mourir en paix //

Vice champion d'Europe 2019-2020
#LeCheminDuRoi",2020-10-29T08:44:40.000Z,1321734684188024833,Ptdrrrr attends mais PFut en vieux c'est M. Taupin ????? https://t.co/yLAMF2z1OJ,,['attier'],,0,
615eff612effc0945fc96eb2,4868357793,Schwartz,Patoon68,"Agriculteur, producteur de maïs, betterave, tournesol semence, blé semence.",2020-10-25T17:59:22.000Z,1320424728528621568,"Ok vous proposez quoi contre les liserons, sorgho d Alep, renoué du Japon et autre panic faux millet? Quoi contre la Geomyze? Contre le taupin? Voilà...","[{'type': 'replied_to', 'id': '1320423263168770057'}]","['sorgho', 'millet', 'sorgho grain']",,0,
615eff612effc0945fc96eb4,1022415457909972992,Fabien Lusson,fabien_lusson,"Éleveur de chevaux dans le Kreiz Breizh et passionné des courses d'obstacles.
Supporter de l' As Monaco Fc.",2020-10-25T13:56:50.000Z,1320363692085727244,Facile victoire de Hawai game à Senonnes. Ce fils de Diamond boy est entraîné par Gaëtan Taupin. C'est le frère d'Easy game.@WillieMullinsNH https://t.co/o83k8fKkls,,['lin'],,0,
615eff612effc0945fc96eb7,40475167,olivier leroy,oleroy,,2020-10-22T18:55:43.000Z,1319351745831686144,"Mille pattes à gauche, taupin du maïs à droite.","[{'type': 'replied_to', 'id': '1319240659698671616'}]","['attier', 'maïs', 'millet']",,0,répondre à une observation en question
615eff612effc0945fc96ece,760031609177464833,Le Gouessant,LeGouessant,"Groupe #coopératif agricole engagé dans une #agriculture plurielle et durable. Expert en nutrition animale, conduite d'#élevage et des #cultures",2020-10-13T07:31:53.000Z,1315918162139979776,#Pommesdeterre : la campagne s'achève malgré des arrachages ralentis par la tempête Une qualité plutôt correcte avec qq lots dégradés par les attaques de taupin et pucerons Des rendements hétérogènes en raison du froid après la plantation et du peu de pluie durant la campagne https://t.co/U3QGRwqbzW,,['pommier'],,1,
615eff612effc0945fc96ed7,944975541446283264,Jean de Blaize,jean_blaize,comte de Vicq-Pons,2020-10-09T20:54:07.000Z,1314670499734192133,"FOURGON ET PROSTITUTION Tiens, des policières qui appâtent des avocats (et même des bâtonniers) ! Si c'est-y-pas malheureux d'voir ça m'dame Taupin !","[{'type': 'replied_to', 'id': '1314667900888907777'}]","['avocatier', 'blé dur']",,0,
615eff612effc0945fc96eea,920224967513575424,Lucie De Gusseme,LucieDe_G,Journaliste à @TerresetTerr_. Ancienne du @CFPJMedias. Pour un autre son de 🔔 sur l’#actu #agricole ! (Mes tweets n’engagent que ma 🍎),2020-10-02T13:35:16.000Z,1312023345718796289,"À Lille on a le Dr Bizard, qui est psychiatre. Et dans un autre genre, je connais un éleveur de bovins qui s’appelle Ammeux, un maraîcher qui s’appelle Botte, un M. Taupin spécialiste des taupins... me lancez pas là dessus ! J’en ai fait des LISTES au bureau. Eeet ouaip. https://t.co/vQinMpLRXG","[{'type': 'quoted', 'id': '1311769038322835468'}]","['vigne', 'vigne de cuve']",,0,
615eff612effc0945fc96ef3,986313943,"Stuc Vaugirard, évidemment",StucVaugirard,"Ex-Matignon 🇫🇷, Conseil en Stratégie, Comportement Agile, CSP+, #THPI",2020-09-28T19:05:37.000Z,1310656929853779970,"Mmmm, un repas de vraie gourmande ça ! Petit clin d’œil aux osties que le père Taupin nous déposait délicatement sur la langue Nostalgie putain C’est ça un plat reussi, des émotions, tout simplement","[{'type': 'replied_to', 'id': '1310632577703829505'}]",['lin'],,0,
615eff612effc0945fc96f01,1069933091165220864,"Emmanuel Trouart, doublement pfizerisé!",michuipasbiau,"Michuipasbiau, agriculteur, éleveur laitier, légumes, marié 3 enfants. Sables Baie de Somme.",2020-09-16T19:58:08.000Z,1306321490128891905,"Effectivement, mais il ne faut pas oublier l'ennemi de la pomme de terre qui est favorisé par l'agroécologie : le taupin ! N'ayant plus d'insecticides pour lutter contre ce nuisible, le travail du sol est essentiel et le choix des intercultures aussi.","[{'type': 'replied_to', 'id': '1306320709963177984'}]","['pomme de terre', 'pommier']",,0,
615eff612effc0945fc96f03,945243009754587136,PICO29,PICO2935,🐱⚽️🌊🌼🌽🥔,2020-09-16T17:37:27.000Z,1306286088437325832,"Temps sec, j'en doute. En PDT, plus c'est sec moins il y en a, le taupin reste à un horizon de sol plus frais, normalement","[{'type': 'replied_to', 'id': '1306284968499392528'}]",['riz'],,0,
