_id,author_id,display_username,username,user_description,time,twt_id,text,tag,crop_tags,pred_Observation,Observation?,Pertinence? (/10),Info temporalite,Info localisation,Classification,remarque
615eff612effc0945fc96e24,1299432753805565953,Gordon,AbbasNasr19,,2020-11-26T08:18:11.000Z,1331874882565640194,"L'abruti que tu es, je n'ai pas des connaissances de 6ème je suis ingé, contrairement à ton pote le desco qui se prétends ex taupin et qui n'a même pas les bases en math. TU dis je suis manipulable, mais en attendant c toi qui est manipulé par les merdias dukon",taupin,['attier'],0.0052772993221879005,0,0,0,0,hors sujet,
615eff612effc0945fc96e4f,1299432753805565953,Gordon,AbbasNasr19,,2020-11-16T23:04:14.000Z,1328473986204921857,Lol taupin ? Toi qui critiquait le programme de classe prépa LoL ! Attends attends tu te fous de la gueule de qui ? Si t aussi matheux que tu le prétends bouffon pourquoi tu ne critique pas son travail sur le contenu ? Non gogol tu critiques le contenant. Allez va dodo,taupin,['attier'],0.0052650137804448605,0,0,0,0,hors sujet,
615eff612effc0945fc96e54,1049991508118695943,Patrick Pigeon 🚩🌱🌾🌻🐝🚩,Pat2816,expérimentateur végétal en région Centre pour @BASF_Agro_FR . Elevé au bon air de la campagne francaise. #FrAgTw #ceuxquifontlesessais,2020-11-16T17:16:16.000Z,1328386416724807680,"Non, mais le colza pose plutôt rarement problème dans ce secteur. On met jamais d'insecticide de sol...jusqu'à maintenant Ça fait quand même la 3 eme parcelle du secteur cette année où je trouve du taupin sans avoir à le chercher.",taupin,['colza'],0.9909142255783081,1,2,0,0,observation,
615eff612effc0945fc96e8e,345566154,Grossu Minutu,Grossu_Minutu,"Corsican tenor (in my bathroom), #opera lover, #foodie, I play with words and ideas, and sometimes I review concert and opera performances for @bachtrack_fr",2020-11-04T17:43:28.000Z,1324044605235613698,"À la non-demande générale, je vous inflige ma blague (de taupin) ! La fonction carré va se promener en forêt. De retour elle s'est transformée en fonction valeur absolue. Pourquoi ? Parce qu'elle s'est pris une racine.",taupin,['arboriculture'],0.0053557539358735085,0,0,0,0,hors sujet,
615eff612effc0945fc96e92,745842078383509505,MonCongo,Mag122006,,2020-11-03T11:10:08.000Z,1323583232189829120,Attendez! Le monsieur debout derrière Taupin il a jeté par terre son masque?.,taupin,['attier'],0.005305102095007896,0,0,0,0,hors sujet,
615eff612effc0945fc96ea5,17335370,J.B Lièvremont 🐼,mithfindel,Earthling 🌍 human 🚶 daddy 👨‍👩‍👧‍👦 husband 💑 developer 👨‍💻 cyclist 🚴 gamer 🎮 foodie 🥘 felinist 😽 carebear 🐻. Views my own. https://t.co/h4IxIYLYdk,2020-11-01T08:27:58.000Z,1322817647063564291,"Je n'avais aucune idée du niveau attendu pour passer les concours, du ""classement"" des prépas (j'ai pris celle qui était le moins loin de chez mes parents), de celui des écoles, de ce que j'avais envie d'intégrer... À poil, en tant que taupin de première génération.",taupin,['attier'],0.005376653745770454,0,0,0,0,hors sujet,
615eff612effc0945fc96eab,709102702312210434,Simon ⭐⭐,simoli56,"J'ai vu Neymar et Mbappé jouer dans le stade de ma ville, je peux mourir en paix //

Vice champion d'Europe 2019-2020
#LeCheminDuRoi",2020-10-29T08:44:40.000Z,1321734684188024833,Ptdrrrr attends mais PFut en vieux c'est M. Taupin ????? https://t.co/yLAMF2z1OJ,taupin,['attier'],0.005328021477907896,0,0,0,0,hors sujet,
615eff612effc0945fc96eb2,4868357793,Schwartz,Patoon68,"Agriculteur, producteur de maïs, betterave, tournesol semence, blé semence.",2020-10-25T17:59:22.000Z,1320424728528621568,"Ok vous proposez quoi contre les liserons, sorgho d Alep, renoué du Japon et autre panic faux millet? Quoi contre la Geomyze? Contre le taupin? Voilà...",taupin,"['sorgho', 'millet', 'sorgho grain']",0.005260308273136616,0,0,0,0,information,
615eff612effc0945fc96eb4,1022415457909972992,Fabien Lusson,fabien_lusson,"Éleveur de chevaux dans le Kreiz Breizh et passionné des courses d'obstacles.
Supporter de l' As Monaco Fc.",2020-10-25T13:56:50.000Z,1320363692085727244,Facile victoire de Hawai game à Senonnes. Ce fils de Diamond boy est entraîné par Gaëtan Taupin. C'est le frère d'Easy game.@WillieMullinsNH https://t.co/o83k8fKkls,taupin,['lin'],0.005475341342389584,0,0,0,0,hors sujet,
615eff612effc0945fc96eb7,40475167,olivier leroy,oleroy,,2020-10-22T18:55:43.000Z,1319351745831686144,"Mille pattes à gauche, taupin du maïs à droite.",taupin,"['attier', 'maïs', 'millet']",0.005817432887852192,1,2,0,0,observation,
615eff612effc0945fc96ece,760031609177464833,Le Gouessant,LeGouessant,"Groupe #coopératif agricole engagé dans une #agriculture plurielle et durable. Expert en nutrition animale, conduite d'#élevage et des #cultures",2020-10-13T07:31:53.000Z,1315918162139979776,#Pommesdeterre : la campagne s'achève malgré des arrachages ralentis par la tempête Une qualité plutôt correcte avec qq lots dégradés par les attaques de taupin et pucerons Des rendements hétérogènes en raison du froid après la plantation et du peu de pluie durant la campagne https://t.co/U3QGRwqbzW,taupin,['pommier'],0.9912009239196777,1,2,1,0,observation,Observation en fin de campagne sur la récolte
615eff612effc0945fc96ed7,944975541446283264,Jean de Blaize,jean_blaize,comte de Vicq-Pons,2020-10-09T20:54:07.000Z,1314670499734192133,"FOURGON ET PROSTITUTION Tiens, des policières qui appâtent des avocats (et même des bâtonniers) ! Si c'est-y-pas malheureux d'voir ça m'dame Taupin !",taupin,"['avocatier', 'blé dur']",0.005292980000376701,0,0,0,0,hors sujet,
615eff612effc0945fc96eea,920224967513575424,Lucie De Gusseme,LucieDe_G,Journaliste à @TerresetTerr_. Ancienne du @CFPJMedias. Pour un autre son de 🔔 sur l’#actu #agricole ! (Mes tweets n’engagent que ma 🍎),2020-10-02T13:35:16.000Z,1312023345718796289,"À Lille on a le Dr Bizard, qui est psychiatre. Et dans un autre genre, je connais un éleveur de bovins qui s’appelle Ammeux, un maraîcher qui s’appelle Botte, un M. Taupin spécialiste des taupins... me lancez pas là dessus ! J’en ai fait des LISTES au bureau. Eeet ouaip. https://t.co/vQinMpLRXG",taupin,"['vigne', 'vigne de cuve']",0.005312711466103792,0,0,0,0,hors sujet,
